26242,16.529113579000068,49.17150915000008,Biodegradable waste,240,Sevcenkova  6,Sevcenkova,572,Y
10974,16.529113579000068,49.17150915000008,Plastics and Aluminium,1100,Sevcenkova  6,Sevcenkova,572,Y
4481,16.529113579000068,49.17150915000008,Colored glass,1125,Sevcenkova  6,Sevcenkova,572,Y
24053,16.529113579000068,49.17150915000008,Biodegradable waste,240,Sevcenkova  6,Sevcenkova,572,Y
12189,16.529113579000068,49.17150915000008,Paper,1100,Sevcenkova  6,Sevcenkova,572,Y
24054,16.529113579000068,49.17150915000008,Biodegradable waste,240,Sevcenkova  6,Sevcenkova,572,Y
4482,16.529113579000068,49.17150915000008,Clear glass,1125,Sevcenkova  6,Sevcenkova,572,Y
13657,16.524707059000036,49.17883543800008,Paper,1100,Prima 43,Prima,331,Y
10897,16.524707059000036,49.17883543800008,Plastics and Aluminium,1100,Prima 43,Prima,331,Y
6720,16.524707059000036,49.17883543800008,Clear glass,1125,Prima 43,Prima,331,Y
12109,16.524707059000036,49.17883543800008,Paper,1100,Prima 43,Prima,331,Y
6719,16.524707059000036,49.17883543800008,Colored glass,1125,Prima 43,Prima,331,Y
18509,16.524707059000036,49.17883543800008,Plastics and Aluminium,1100,Prima 43,Prima,331,Y
6724,16.52165165400004,49.17828061800003,Clear glass,1125,Pracata 9,Pracata,783,Y
6723,16.52165165400004,49.17828061800003,Colored glass,1125,Pracata 9,Pracata,783,Y
12090,16.52165165400004,49.17828061800003,Paper,1100,Pracata 9,Pracata,783,Y
10879,16.52165165400004,49.17828061800003,Plastics and Aluminium,1100,Pracata 9,Pracata,783,Y
22212,16.52165165400004,49.17828061800003,Textile,1000,Pracata 9,Pracata,783,Y
24049,16.54053063400005,49.17976330300007,Biodegradable waste,240,Krivanky 36,,313,Y
